215,98,1,11,6
216,31,5,15,8
219,21,0,13,9
219,34,0,13,10
219,83,0,13,83
221,2,5,8,1
222,42,1,11,3
222,95,1,11,4
222,34,1,11,5
222,13,1,11,6
222,55,1,11,7
223,42,0,9,8
223,58,0,9,9
223,7,0,9,10
223,3,0,9,3
224,98,0,14,2
224,28,0,14,3
225,42,1,9,4
225,33,1,9,5
225,71,1,9,6
225,12,1,9,7
226,54,0,12,7
226,42,0,12,8
226,73,0,12,9
227,89,1,21,89
228,59,1,16,1
228,43,1,16,2
228,94,1,16,4
228,21,1,16,5
228,53,1,16,5
230,90,2,9,6
230,66,2,9,8
231,52,1,18,9
232,21,6,14,9
232,47,6,14,47
232,31,6,14,1
232,25,6,14,2
232,38,6,14,3
233,15,4,17,5
233,83,4,17,6
234,13,1,12,6
234,43,1,12,8
234,73,1,12,9
235,18,5,9,10
235,21,5,9,21
235,87,5,9,2
235,22,5,9,3
236,87,0,12,4
236,41,0,12,5
236,44,0,12,5
236,32,0,12,6
236,89,0,12,7
237,95,2,17,8
239,41,4,9,10
239,71,4,9,71
239,94,4,9,2
239,97,4,9,3
239,66,4,9,4
239,34,4,9,5
240,15,3,10,6
240,73,3,10,7
241,95,2,18,7
241,92,2,18,9
242,24,4,13,10
242,21,4,13,21
244,38,6,18,1
244,61,6,18,3
244,97,6,18,4
244,89,6,18,5
244,82,6,18,6
244,94,6,18,7
246,8,3,4,8
248,34,5,10,9
248,86,5,10,10
248,27,5,10,27
249,79,6,8,1
249,32,6,8,2
251,34,1,11,4
251,59,1,11,5
251,90,1,11,6
251,21,1,11,7
251,32,1,11,7
251,14,1,11,9
251,38,1,11,10
251,9,1,11,9
251,97,1,11,2
251,41,1,11,3
251,62,1,11,3
252,18,3,18,5
252,62,3,18,6
253,90,2,15,6
254,53,6,16,8
254,6,6,16,9
254,21,6,16,10
254,36,6,16,36
254,31,6,16,2
254,76,6,16,3
254,65,6,16,4
255,67,0,20,5
255,42,0,20,6
256,56,5,13,7
256,85,5,13,8
258,42,1,9,9
258,16,1,9,10
258,37,1,9,37
258,24,1,9,2
258,73,1,9,2
258,47,1,9,4
258,89,1,9,5
259,1,1,12,6
259,87,1,12,7
260,42,5,10,8
260,99,5,10,9
261,44,0,13,10
261,91,0,13,91
262,68,5,19,1
265,52,0,9,3
265,21,0,9,4
265,65,0,9,5
265,31,0,9,6
265,83,0,9,6
265,46,0,9,8
265,5,0,9,8
265,90,0,9,9
265,62,0,9,62
265,38,0,9,2
266,79,5,7,2
266,66,5,7,4
266,67,5,7,4
267,74,0,9,5
267,37,0,9,7
267,31,0,9,8
267,14,0,9,8
272,5,5,14,10
274,42,2,9,42
274,49,2,9,2
274,55,2,9,3
274,61,2,9,3
275,42,1,10,5
275,12,1,10,6
275,4,1,10,7
275,65,1,10,8
275,49,1,10,9
275,30,1,10,10
276,35,6,11,35
277,34,0,1,2
277,32,0,1,3
277,99,0,1,4
277,22,0,1,5
278,95,6,14,5
278,16,6,14,6
279,42,0,12,8
279,34,0,12,9
279,95,0,12,10
279,25,0,12,25
280,27,1,10,2
280,96,1,10,3
280,36,1,10,4
280,31,1,10,5
280,14,1,10,6
280,21,1,10,7
280,86,1,10,8
280,62,1,10,9
281,45,2,16,10
281,42,2,16,42
281,96,2,16,2
281,22,2,16,3
281,59,2,16,4
281,34,2,16,5
281,89,2,16,6
284,43,4,23,7
284,21,4,23,8
286,7,1,12,9
286,40,1,12,10
286,42,1,12,42
286,79,1,12,1
286,93,1,12,2
286,39,1,12,3
286,83,1,12,5
286,99,1,12,5
287,39,1,13,6
287,77,1,13,7
288,42,2,7,9
288,16,2,7,10
288,25,2,7,25
288,99,2,7,2
288,57,2,7,3
288,18,2,7,4
289,71,0,8,5
289,20,0,8,6
289,18,0,8,6
291,42,4,22,8
291,1,4,22,9
291,53,4,22,10
292,31,3,16,31
292,54,3,16,2
292,11,3,16,2
292,21,3,16,4
292,94,3,16,5
293,81,4,9,5
293,28,4,9,6
295,17,2,10,8
296,14,1,17,8
297,52,0,11,9
297,48,0,11,48
297,92,0,11,1
297,3,0,11,2
297,96,0,11,3
299,46,2,10,4
299,73,2,10,6
299,24,2,10,6
299,20,2,10,8
300,96,6,17,9
300,34,6,17,10
302,98,5,12,98
302,93,5,12,1
302,59,5,12,3
303,21,3,21,4
304,99,1,13,5
305,87,3,15,6
305,33,3,15,7
306,88,2,14,8
306,27,2,14,9
306,53,2,14,10
306,8,2,14,8
306,21,2,14,2
306,93,2,14,3
307,0,4,11,4
307,28,4,11,4
308,42,0,17,5
308,89,0,17,7
308,15,0,17,8
308,14,0,17,9
308,77,0,17,9
310,39,3,10,39
310,35,3,10,2
311,21,2,11,3
311,80,2,11,3
314,47,5,8,5
315,31,2,16,6
315,83,2,16,7
315,73,2,16,8
315,46,2,16,9
315,96,2,16,10
315,95,2,16,95
315,10,2,16,2
316,0,1,11,3
316,20,1,11,4
317,88,0,18,4
317,95,0,18,5
317,48,0,18,6
317,40,0,18,7
318,32,4,22,9
319,21,4,21,10
319,78,4,21,78
319,16,4,21,1
320,73,1,15,2
320,24,1,15,3
321,42,1,12,5
321,31,1,12,6
321,10,1,12,7
321,52,1,12,8
321,80,1,12,9
321,89,1,12,10
321,4,1,12,4
321,60,1,12,2
321,15,1,12,3
322,56,1,9,4
322,3,1,9,4
323,94,4,10,6
323,42,4,10,7
323,12,4,10,8
324,24,4,12,9
324,28,4,12,10
326,22,3,9,22
327,28,6,9,2
328,31,1,20,3
328,52,1,20,4
329,42,6,15,5
329,2,6,15,6
329,6,6,15,7
329,96,6,15,8
329,81,6,15,9
331,87,6,17,9
331,64,6,17,64
331,57,6,17,1
331,68,6,17,2
331,21,6,17,3
331,95,6,17,4
332,42,6,9,6
332,56,6,9,7
333,41,4,10,8
335,81,5,12,9
335,12,5,12,9
335,53,5,12,53
335,24,5,12,2
335,88,5,12,2
335,96,5,12,3
335,40,5,12,4
335,60,5,12,6
336,55,2,13,7
336,42,2,13,8
336,43,2,13,9
336,25,2,13,9
337,17,1,10,17
337,47,1,10,2
337,34,1,10,3
337,93,1,10,4
337,12,1,10,5
337,81,1,10,6
337,42,1,10,7
338,42,3,13,8
338,83,3,13,9
338,69,3,13,10
338,95,3,13,95
338,45,3,13,2
338,20,3,13,3
338,89,3,13,4
338,24,3,13,5
339,21,2,16,6
339,19,2,16,7
339,88,2,16,7
340,46,6,9,9
340,12,6,9,10
340,52,6,9,52
340,13,6,9,2
340,5,6,9,3
340,99,6,9,4
342,91,2,17,5
342,74,2,17,6
343,42,2,10,7
343,37,2,10,8
343,52,2,10,9
344,69,4,11,10
346,94,6,18,94
346,67,6,18,1
347,53,1,16,3
347,34,1,16,4
347,86,1,16,5
347,94,1,16,6
348,16,2,16,7
349,63,3,16,8
349,19,3,16,9
350,21,3,14,10
350,8,3,14,8
350,87,3,14,2
350,94,3,14,3
350,74,3,14,4
350,37,3,14,5
350,82,3,14,5
350,71,3,14,7
351,65,5,14,7
351,4,5,14,8
352,94,2,18,10
352,18,2,18,18
352,21,2,18,2
352,3,2,18,3
354,83,5,10,3
354,95,5,10,4
354,11,5,10,5
354,0,5,10,7
355,42,1,13,8
355,55,1,13,9
356,21,2,13,10
357,85,5,17,85
359,47,2,22,2
359,65,2,22,3
359,87,2,22,4
359,38,2,22,5
359,33,2,22,6
359,45,2,22,7
359,37,2,22,8
359,34,2,22,9
359,74,2,22,10
359,92,2,22,92
359,49,2,22,2
360,60,2,16,2
360,84,2,16,3
361,67,2,0,4
361,90,2,0,5
361,62,2,0,6
361,29,2,0,7
361,23,2,0,8
361,42,2,0,9
361,15,2,0,15
361,31,2,0,1
363,74,5,10,3
363,21,5,10,4
363,9,5,10,5
364,88,2,11,6
364,74,2,11,7
364,34,2,11,8
364,8,2,11,9
365,80,2,6,9
366,94,0,14,94
366,31,0,14,2
366,70,0,14,3
366,59,0,14,4
367,52,4,19,5
367,42,4,19,6
367,45,4,19,7
367,96,4,19,8
367,89,4,19,9
367,90,4,19,9
367,24,4,19,24
370,38,6,10,2
370,52,6,10,3
371,42,2,13,4
371,47,2,13,5
371,33,2,13,6
371,34,2,13,7
371,92,2,13,8
374,8,2,18,9
375,82,4,17,9
375,14,4,17,14
376,12,5,16,2
377,63,1,13,3
379,7,5,23,4
379,21,5,23,5
380,31,5,17,5
380,34,5,17,7
380,67,5,17,8
380,42,5,17,8
380,91,5,17,10
380,44,5,17,44
381,65,0,14,2
381,72,0,14,3
381,84,0,14,4
381,94,0,14,4
382,64,2,9,6
382,31,2,9,7
382,28,2,9,8
382,89,2,9,9
384,45,3,11,10
384,56,3,11,56
384,21,3,11,2
385,97,6,16,3
387,73,1,14,4
387,24,1,14,5
388,1,0,13,6
388,13,0,13,6
388,43,0,13,8
388,90,0,13,8
388,29,0,13,9
388,62,0,13,62
388,3,0,13,1
388,45,0,13,3
388,84,0,13,4
388,88,0,13,4
390,28,0,12,6
390,1,0,12,7
390,64,0,12,8
390,62,0,12,9
390,43,0,12,10
390,76,0,12,76
391,87,1,17,1
393,20,6,17,2
393,24,6,17,4
395,42,3,16,5
395,60,3,16,6
395,29,3,16,7
395,40,3,16,8
395,32,3,16,8
396,58,0,15,9
397,95,1,18,95
397,45,1,18,2
398,10,2,11,3
398,26,2,11,3
398,57,2,11,4
398,88,2,11,5
398,42,2,11,6
398,79,2,11,7
398,85,2,11,8
398,15,2,11,9
400,8,0,8,8
400,82,0,8,2
400,89,0,8,3
400,21,0,8,4
400,38,0,8,5
400,25,0,8,6
400,86,0,8,6
400,66,0,8,8
400,26,0,8,9
403,42,5,12,10
403,36,5,12,36
403,33,5,12,1
403,94,5,12,3
403,43,5,12,4
403,88,5,12,5
403,34,5,12,6
403,78,5,12,7
404,24,5,8,8
404,20,5,8,9
404,83,5,8,10
405,21,6,13,21
405,33,6,13,2
405,94,6,13,3
406,50,5,9,4
406,21,5,9,5
407,85,3,17,6
408,42,1,18,7
409,42,1,18,8
409,46,1,18,9
409,58,1,18,10
409,15,1,18,15
410,66,2,14,2
410,25,2,14,3
410,90,2,14,4
411,30,4,14,4
413,42,0,16,6
413,44,0,16,7
413,77,0,16,8
413,69,0,16,8
413,45,0,16,9
413,56,0,16,56
413,40,0,16,1
413,92,0,16,2
413,34,0,16,3
420,43,2,11,5
420,94,2,11,6
421,55,0,23,6
421,50,0,23,7
422,43,5,15,9
422,61,5,15,10
423,42,4,16,42
423,81,4,16,2
425,26,1,11,3
425,24,1,11,4
425,89,1,11,4
425,37,1,11,6
425,94,1,11,7
425,98,1,11,8
426,94,5,15,9
426,45,5,15,10
426,14,5,15,14
426,68,5,15,1
426,67,5,15,3
426,62,5,15,3
426,53,5,15,5
426,71,5,15,6
426,87,5,15,7
426,24,5,15,8
426,73,5,15,8
426,30,5,15,10
427,2,1,13,2
430,21,5,9,2
430,55,5,9,3
430,12,5,9,4
430,94,5,9,5
431,21,1,11,6
431,6,1,11,7
431,18,1,11,8
431,98,1,11,9
431,31,1,11,10
431,55,1,11,55
431,82,1,11,2
431,35,1,11,3
431,34,1,11,4
431,49,1,11,5
431,92,1,11,6
431,95,1,11,7
431,38,1,11,8
431,86,1,11,9
432,70,3,10,10
432,95,3,10,95
432,48,3,10,2
432,38,3,10,3
433,52,1,12,4
433,27,1,12,5
434,38,5,9,5
434,89,5,9,7
434,80,5,9,7
435,13,2,20,9
435,21,2,20,10
436,65,6,11,65
439,45,3,10,1
440,39,0,15,3
440,31,0,15,4
440,32,0,15,5
441,16,1,13,6
441,25,1,13,6
442,96,2,20,8
442,52,2,20,9
442,70,2,20,10
443,19,1,12,19
443,37,1,12,2
446,45,5,13,3
447,38,4,14,3
447,43,4,14,5
447,74,4,14,5
448,42,5,19,7
451,42,2,16,8
451,55,2,16,9
451,5,2,16,10
451,91,2,16,91
451,45,2,16,2
451,62,2,16,3
454,96,1,17,4
454,58,1,17,5
454,80,1,17,6
454,30,1,17,7
454,27,1,17,8
454,92,1,17,8
455,42,1,15,10
456,61,0,12,61
456,95,0,12,1
457,53,1,16,3
457,45,1,16,4
457,16,1,16,5
458,38,2,12,6
458,7,2,12,6
459,99,1,8,8
459,16,1,8,9
459,95,1,8,10
459,24,1,8,24
459,66,1,8,1
461,94,0,15,3
461,45,0,15,4
461,71,0,15,4
461,95,0,15,5
462,96,5,18,7
462,31,5,18,8
462,73,5,18,9
462,84,5,18,10
464,42,6,12,42
464,56,6,12,2
464,45,6,12,3
464,47,6,12,4
464,29,6,12,5
464,51,6,12,6
464,3,6,12,7
465,48,1,16,7
465,55,1,16,8
466,96,3,10,10
467,65,6,10,65
467,60,6,10,2
467,99,6,10,3
467,11,6,10,4
468,32,1,15,5
469,69,5,16,6
470,87,5,15,7
472,53,2,20,8
472,52,2,20,9
473,42,6,10,9
473,93,6,10,93
475,42,0,0,2
475,55,0,0,2
480,42,4,18,4
482,21,5,11,4
482,73,5,11,5
484,20,3,14,7
484,24,3,14,8
486,21,2,16,9
486,36,2,16,10
486,38,2,16,38
487,21,0,10,2
487,94,0,10,3
487,71,0,10,4
487,53,0,10,5
488,89,1,19,6
488,9,1,19,7
488,45,1,19,8
488,82,1,19,9
488,41,1,19,10
489,33,2,12,33
490,24,1,15,2
490,34,1,15,3
490,96,1,15,4
490,87,1,15,5
490,74,1,15,6
491,69,3,12,7
491,87,3,12,8
491,21,3,12,9
491,84,3,12,10
493,42,5,19,42
493,31,5,19,2
493,53,5,19,3
493,46,5,19,4
493,27,5,19,5
493,36,5,19,6
493,7,5,19,6
493,65,5,19,8
493,76,5,19,9
493,13,5,19,10
493,34,5,19,34
494,60,6,17,2
498,24,1,14,3
498,20,1,14,4
498,83,1,14,5
499,38,6,16,6
499,43,6,16,7
500,34,0,8,8
500,68,0,8,9
500,42,0,8,10
501,21,2,12,21
501,50,2,12,2
501,63,2,12,3
501,53,2,12,4
502,0,5,17,5
503,22,3,15,6
503,38,3,15,7
503,35,3,15,8
503,31,3,15,9
503,94,3,15,10
504,38,3,17,38
504,67,3,17,2
504,6,3,17,3
506,42,3,8,4
506,95,3,8,5
506,61,3,8,6
508,21,5,11,7
508,34,5,11,8
508,4,5,11,9
508,67,5,11,9
509,19,1,9,19
510,46,0,10,2
510,83,0,10,3
510,21,0,10,4
512,26,2,16,5
512,21,2,16,6
512,31,2,16,7
514,94,4,10,8
515,76,1,12,9
515,21,1,12,10
516,42,3,15,42
518,96,0,20,2
518,88,0,20,3
518,21,0,20,4
518,25,0,20,4
519,31,2,14,6
519,89,2,14,6
520,47,3,8,8
521,31,2,9,9
521,28,2,9,10
522,60,1,15,60
522,45,1,15,2
522,66,1,15,3
522,42,1,15,4
522,79,1,15,5
522,40,1,15,5
522,59,1,15,6
523,72,5,15,8
524,72,6,8,8
525,97,2,12,10
525,61,2,12,61
525,32,2,12,2
525,76,2,12,3
526,16,0,23,4
527,98,2,21,5
527,34,2,21,6
529,42,4,10,7
530,1,2,10,8
532,64,2,15,9
533,96,6,18,10
533,12,6,18,12
533,34,6,18,1
533,77,6,18,3
533,31,6,18,4
536,8,1,9,4
536,10,1,9,5
536,27,1,9,6
537,31,2,8,8
537,15,2,8,9
537,27,2,8,10
538,87,0,10,87
538,9,0,10,2
539,70,1,11,3
539,42,1,11,4
539,55,1,11,4
541,24,2,15,5
541,83,2,15,7
542,21,1,15,8
544,61,5,20,9
544,34,5,20,10
544,27,5,20,27
544,75,5,20,2
544,42,5,20,3
544,43,5,20,4
544,25,5,20,5
544,56,5,20,6
544,88,5,20,7
544,76,5,20,8
546,87,2,11,9
546,33,2,11,10
546,47,2,11,47
549,45,2,21,2
551,42,1,10,3
551,60,1,10,4
551,12,1,10,5
553,36,1,10,6
553,9,1,10,7
555,72,2,7,8
555,96,2,7,9
555,78,2,7,10
555,92,2,7,92
555,95,2,7,2
557,21,3,20,3
557,60,3,20,4
557,10,3,20,5
557,74,3,20,6
557,8,3,20,6
557,9,3,20,8
557,31,3,20,8
558,34,1,11,9
558,32,1,11,32
558,93,1,11,1
559,71,1,4,3
559,35,1,4,4
559,68,1,4,5
559,48,1,4,6
560,42,6,17,6
560,51,6,17,7
560,43,6,17,8
560,25,6,17,9
561,94,1,16,94
561,42,1,16,1
561,80,1,16,2
562,44,3,10,3
562,77,3,10,5
562,85,3,10,5
562,55,3,10,7
562,60,3,10,8
562,84,3,10,9
562,42,3,10,10
562,68,3,10,68
563,31,3,23,1
565,61,5,10,3
565,42,5,10,4
565,43,5,10,5
565,90,5,10,6
565,81,5,10,7
566,85,1,19,8
567,76,2,16,9
567,69,2,16,9
569,75,2,19,75
570,43,3,14,2
570,94,3,14,3
570,14,3,14,4
572,36,4,13,4
573,21,1,14,6
573,92,1,14,7
573,34,1,14,8
574,21,6,10,8
574,69,6,10,10
574,27,6,10,27
574,50,6,10,2
575,96,4,9,3
575,64,4,9,4
576,73,1,16,5
578,18,6,12,6
578,45,6,12,6
578,53,6,12,7
578,80,6,12,8
578,86,6,12,9
578,11,6,12,11
578,46,6,12,1
581,21,6,17,3
581,75,6,17,3
581,40,6,17,4
582,34,2,19,6
582,15,2,19,7
582,57,2,19,8
582,44,2,19,9
582,73,2,19,10
582,95,2,19,95
583,8,4,15,2
583,3,4,15,3
583,47,4,15,4
584,42,6,19,5
584,94,6,19,6
584,93,6,19,6
585,24,0,18,8
586,70,2,11,9
586,42,2,11,10
586,7,2,11,7
586,78,2,11,2
588,44,2,15,3
588,57,2,15,4
588,34,2,15,5
588,42,2,15,6
588,92,2,15,7
589,71,1,15,8
590,38,4,18,9
591,41,5,17,10
592,42,0,8,42
592,61,0,8,1
592,24,0,8,2
593,15,1,7,3
594,21,1,22,5
594,53,1,22,6
594,9,1,22,7
595,40,4,6,8
595,45,4,6,9
596,30,0,10,10
596,31,0,10,31
596,76,0,10,1
597,31,1,19,3
598,99,6,9,4
598,46,6,9,5
598,24,6,9,5
599,13,1,12,6
601,6,6,12,7
601,26,6,12,8
601,73,6,12,9
601,89,6,12,89
601,80,6,12,1
601,60,6,12,2
601,37,6,12,3
601,44,6,12,4
601,8,6,12,5
602,96,4,23,7
602,42,4,23,8
602,52,4,23,9
602,89,4,23,10
602,44,4,23,44
602,24,4,23,2
602,36,4,23,2
602,74,4,23,3
603,21,6,12,5
603,54,6,12,6
603,34,6,12,7
603,73,6,12,8
603,80,6,12,9
603,94,6,12,10
603,37,6,12,37
606,21,2,20,2
606,82,2,20,3
606,12,2,20,4
606,38,2,20,5
606,22,2,20,6
608,17,3,21,7
608,42,3,21,8
608,77,3,21,9
608,36,3,21,10
609,38,2,15,38
609,44,2,15,2
612,58,1,14,3
612,45,1,14,4
614,21,5,18,5
615,31,6,8,6
615,79,6,8,7
615,64,6,8,8
616,42,6,17,9
617,28,1,12,10
617,94,1,12,94
619,79,1,16,2
620,95,5,13,3
620,96,5,13,4
621,73,1,7,5
621,83,1,7,6
621,24,1,7,7
622,21,0,16,8
622,94,0,16,9
622,48,0,16,10
622,59,0,16,59
623,51,3,12,2
623,76,3,12,3
623,66,3,12,4
623,18,3,12,5
625,1,1,10,6
625,21,1,10,7
626,21,3,13,8
626,59,3,13,9
626,24,3,13,10
627,2,4,18,2
627,55,4,18,2
627,13,4,18,3
627,21,4,18,3
628,52,4,7,5
628,42,4,7,6
629,66,3,0,7
629,25,3,0,7
630,42,0,16,8
630,7,0,16,9
631,31,3,9,31
631,50,3,9,2
631,80,3,9,3
631,62,3,9,3
631,67,3,9,4
631,13,3,9,5
631,66,3,9,6
632,52,3,8,8
633,91,1,14,8
